0.169894 0.183423 0.198596 0.214921 0.231596 0.247953 0.263627 0.278469 0.29242 0.30553 0.317859 0.329487 0.340501 0.350986 0.361 0.370633 0.379894 0.388866 0.397591 0.406071 0.414358 0.422475 0.430447 0.438281 0.445996 0.4536 0.461106 0.468532 0.475893 0.483177 0.490387 0.497537 0.504627 0.51167 0.518664 0.525609 0.532504 0.539363 0.546183 0.590006 
0.187907 0.21638 0.242285 0.265874 0.287364 0.306994 0.325009 0.341654 0.357135 0.37166 0.385371 0.398402 0.410864 0.422845 0.434413 0.445649 0.456578 0.467248 0.477695 0.487946 0.498023 0.507944 0.517724 0.527379 0.536919 0.546354 0.555694 0.564941 0.574107 0.583193 0.592209 0.601153 0.610034 0.618851 0.627607 0.636307 0.644948 0.653539 0.662078 0.712752 
0.195759 0.228102 0.256932 0.282638 0.305652 0.326403 0.345277 0.36263 0.378732 0.393832 0.408102 0.421687 0.434713 0.447273 0.459433 0.47127 0.482815 0.494116 0.505199 0.516095 0.526824 0.537403 0.547847 0.558168 0.568378 0.578485 0.588502 0.598424 0.608267 0.618027 0.627719 0.637338 0.646891 0.65638 0.665808 0.675177 0.684488 0.693743 0.702948 0.755895 
0.200042 0.234046 0.264156 0.29083 0.314576 0.335894 0.355227 0.372972 0.389426 0.404849 0.419431 0.433324 0.446662 0.459538 0.472019 0.484185 0.496066 0.507707 0.519136 0.530384 0.541469 0.552405 0.563212 0.573897 0.584475 0.59495 0.605334 0.615626 0.625838 0.635972 0.646031 0.656022 0.665946 0.675806 0.685604 0.695344 0.705023 0.714649 0.724223 0.778316 
0.202694 0.237592 0.268408 0.295624 0.319796 0.341458 0.361076 0.37907 0.395749 0.411382 0.426169 0.440265 0.453809 0.466893 0.479585 0.491962 0.504059 0.51592 0.527573 0.539048 0.550358 0.561525 0.572563 0.583483 0.594293 0.605005 0.615625 0.626155 0.636603 0.646976 0.657274 0.667504 0.677665 0.687763 0.697799 0.707775 0.717695 0.727558 0.73737 0.792152 
0.204477 0.239926 0.271181 0.298744 0.323193 0.345082 0.364896 0.383062 0.399901 0.415687 0.430621 0.444861 0.458553 0.471784 0.484625 0.497154 0.509405 0.521421 0.533233 0.544864 0.556336 0.567664 0.578865 0.589948 0.600924 0.611801 0.622585 0.633282 0.643898 0.654435 0.664901 0.675297 0.685625 0.695889 0.706092 0.716237 0.726322 0.736353 0.74633 0.80158 
0.205749 0.241567 0.27312 0.300921 0.325567 0.347619 0.367574 0.385868 0.402826 0.418725 0.433771 0.448123 0.461925 0.475268 0.488223 0.500865 0.513229 0.525362 0.537291 0.549041 0.560633 0.572083 0.583403 0.594609 0.605707 0.616706 0.627614 0.638433 0.649172 0.659834 0.670422 0.680941 0.691394 0.701783 0.71211 0.722377 0.732587 0.742743 0.752844 0.808429 
0.206697 0.242779 0.274546 0.302519 0.327308 0.349484 0.369548 0.38794 0.404993 0.420981 0.436115 0.450553 0.464443 0.477873 0.490917 0.503647 0.516101 0.528325 0.540345 0.552188 0.563873 0.575414 0.586831 0.598129 0.609321 0.620416 0.631418 0.642333 0.653168 0.663924 0.674608 0.685223 0.695772 0.706257 0.71668 0.727044 0.737351 0.747602 0.757799 0.813637 
0.207429 0.243706 0.275633 0.303736 0.328639 0.350908 0.37106 0.389531 0.406657 0.422717 0.437923 0.452433 0.466392 0.479893 0.493008 0.505809 0.518336 0.530633 0.542726 0.554642 0.5664 0.578017 0.589509 0.600883 0.612151 0.623321 0.634399 0.64539 0.656302 0.667133 0.677893 0.688585 0.699211 0.709772 0.720273 0.730713 0.741097 0.751425 0.761701 0.817736 
0.208008 0.244437 0.276488 0.304693 0.329684 0.352032 0.372253 0.390788 0.407977 0.424096 0.439359 0.453928 0.467945 0.481504 0.494678 0.507538 0.520124 0.532481 0.544633 0.55661 0.56843 0.580108 0.59166 0.603097 0.614426 0.625658 0.636799 0.647852 0.658825 0.669718 0.680542 0.691296 0.701984 0.712609 0.723173 0.733677 0.744124 0.754515 0.764853 0.821048 
