0.0243135 0.0150308 0.00949877 0.00617575 0.00413607 0.00284942 0.00201485 0.00145874 0.0010787 0.000812951 0.000623145 0.000485047 0.000382787 0.000305869 0.000247179 0.00020181 0.000166319 0.00013825 0.000115826 9.77467e-05 8.30439e-05 7.0992e-05 6.10401e-05 5.27657e-05 4.58419e-05 4.00136e-05 3.50798e-05 3.08812e-05 2.72906e-05 2.42056e-05 2.15434e-05 1.92364e-05 1.72294e-05 1.54769e-05 1.39412e-05 1.2591e-05 1.14e-05 1.03463e-05 9.41142e-06 8.57959e-06 
0.127605 0.0670279 0.0372627 0.0220882 0.0141437 0.00988886 0.00759486 0.0063851 0.00566141 0.00526549 0.00502231 0.00484965 0.00471396 0.00458755 0.00445717 0.00432216 0.00417932 0.00404603 0.00387487 0.00371509 0.00356795 0.00340725 0.00324605 0.00309287 0.00293742 0.00278744 0.00264259 0.00250224 0.00236793 0.00224045 0.0021182 0.00200212 0.00189202 0.00178712 0.00168816 0.0015943 0.00150586 0.00142274 0.0013439 0.00127013 
0.398918 0.261956 0.176588 0.121442 0.0848104 0.0602157 0.0434489 0.0318396 0.0236891 0.0178959 0.0137247 0.0106995 0.00847357 0.00683572 0.00561345 0.00471487 0.0039957 0.00346054 0.00304428 0.00272176 0.00246622 0.00226141 0.00210627 0.00196904 0.0018553 0.0017567 0.00167148 0.00159716 0.00153091 0.00147037 0.00140729 0.00135574 0.00130728 0.00126148 0.00122401 0.00118234 0.00114178 0.00110281 0.00106533 0.00102859 
0.574322 0.397763 0.286821 0.212056 0.158917 0.120151 0.0923904 0.0716254 0.0560493 0.0442619 0.0352776 0.0283399 0.0229513 0.018728 0.0153964 0.0127563 0.0106511 0.00894893 0.00757173 0.00645954 0.00555145 0.00480092 0.00418087 0.0036702 0.00324028 0.0028798 0.00257792 0.00232295 0.00210649 0.00192033 0.00176859 0.00163121 0.00151148 0.00140727 0.00131488 0.0012334 0.00115701 0.00109316 0.00103589 0.000983921 
0.711864 0.496628 0.364493 0.275835 0.212912 0.166631 0.131999 0.10565 0.0852564 0.0693409 0.0568086 0.0468693 0.0389009 0.0324993 0.0273055 0.023068 0.0195918 0.0167244 0.0143407 0.0123574 0.0106947 0.00929966 0.00812245 0.00712531 0.00627639 0.00554766 0.00492825 0.00439311 0.00392885 0.00352849 0.00318127 0.00287829 0.00261252 0.00238116 0.00217695 0.00199941 0.00183986 0.00169911 0.00157906 0.00146719 
0.841388 0.580817 0.426017 0.324691 0.253493 0.201356 0.162251 0.132273 0.108756 0.0901218 0.0752007 0.063191 0.0533124 0.0452564 0.0386299 0.0331232 0.0285252 0.0246807 0.0214356 0.0186933 0.0163608 0.0143725 0.0126648 0.0112042 0.00994264 0.00885139 0.00790109 0.00707665 0.00635316 0.00572274 0.00516701 0.00468042 0.00425001 0.00386799 0.00352781 0.00322589 0.00295738 0.00271715 0.00250398 0.00231251 
0.963896 0.659963 0.481142 0.366225 0.287166 0.229901 0.186762 0.153754 0.127814 0.107123 0.0904506 0.0768215 0.0656653 0.0564313 0.0487232 0.0422505 0.0367702 0.032126 0.0281811 0.0248021 0.0219458 0.0193989 0.017237 0.015365 0.0137319 0.0123073 0.0110594 0.00996259 0.00899991 0.00814563 0.0073885 0.00671793 0.00612384 0.00559442 0.00511814 0.00469259 0.00430938 0.00396639 0.00365835 0.00337843 
1.08447 0.734835 0.532964 0.404743 0.317166 0.254351 0.207403 0.171805 0.143826 0.121386 0.103279 0.0884202 0.0762235 0.0659388 0.057038 0.0498376 0.0440629 0.0388274 0.0343192 0.0304404 0.0270794 0.0241127 0.0215929 0.0193714 0.0174172 0.0156938 0.0141867 0.0128537 0.0116628 0.0106079 0.00966966 0.00882969 0.00808022 0.00740833 0.00680387 0.00625982 0.00576783 0.00532378 0.00492206 0.00455713 
1.20444 0.808231 0.578996 0.44086 0.344911 0.276711 0.226051 0.187794 0.15751 0.133703 0.114374 0.0985019 0.08537 0.0743547 0.0651317 0.0572847 0.0505458 0.044787 0.0398417 0.0355335 0.0317797 0.028512 0.0256379 0.0231085 0.0208973 0.0189311 0.0171834 0.0156327 0.0142524 0.0130179 0.0119104 0.0109217 0.010031 0.00922959 0.00850458 0.00785159 0.00725851 0.00671836 0.00622872 0.00578163 
1.31992 0.881786 0.631305 0.472886 0.371037 0.297429 0.243282 0.202074 0.170112 0.144558 0.124127 0.107372 0.0934703 0.0817746 0.071934 0.0635318 0.056348 0.0501771 0.0448247 0.0401319 0.0360481 0.0324954 0.0293512 0.0265798 0.0241298 0.021946 0.0200032 0.0182705 0.0167115 0.0153206 0.0140669 0.0129445 0.0119266 0.0110071 0.0101739 0.00941653 0.0087327 0.00810506 0.0075352 0.00701036 
