0.163909 0.0715041 0.0359785 0.0200225 0.0120102 0.00763394 0.00508142 0.003512 0.00250434 0.00183351 0.00137299 0.00104839 0.000814298 0.000642043 0.000513021 0.000414841 0.000339063 0.000279824 0.000232976 0.000195534 0.00016532 0.000140723 0.000120535 0.000103841 8.99399e-05 7.82887e-05 6.84646e-05 6.01343e-05 5.30332e-05 4.69501e-05 4.17147e-05 3.71891e-05 3.32609e-05 2.98379e-05 2.68442e-05 2.42167e-05 2.19029e-05 1.9859e-05 1.8048e-05 1.64389e-05 
42.0184 23.4212 14.0486 8.90131 5.88944 4.03743 2.85161 2.06614 1.53054 1.15599 0.888194 0.692922 0.548014 0.43877 0.355231 0.290517 0.239791 0.199598 0.167434 0.14146 0.120306 0.102943 0.088588 0.076639 0.0666301 0.0581967 0.0510513 0.0449659 0.0397577 0.0352798 0.0314131 0.0280604 0.025142 0.0225924 0.0203571 0.0183909 0.0166559 0.0151204 0.0137574 0.0125442 
56.5105 34.0067 21.907 14.8192 10.4052 7.52609 5.57816 4.22037 3.24999 2.54155 2.01469 1.61645 1.31106 1.07382 0.887376 0.739289 0.620528 0.524439 0.446058 0.381638 0.328321 0.283904 0.246676 0.215296 0.188704 0.166055 0.146674 0.130015 0.115635 0.103173 0.0923315 0.0828663 0.0745742 0.0672861 0.0608606 0.0551788 0.0501403 0.0456602 0.0416663 0.0380971 
60.8497 37.3935 24.597 16.987 12.1739 8.98475 6.79252 5.23975 4.11202 3.27529 2.64292 2.15721 1.77878 1.48017 1.24186 1.04971 0.893333 0.76499 0.65884 0.57042 0.496287 0.433755 0.380712 0.335483 0.296729 0.263371 0.234534 0.209506 0.187701 0.168635 0.151908 0.137185 0.124187 0.112678 0.10246 0.0933627 0.0852439 0.0779805 0.0714672 0.0656136 
62.7097 38.8731 25.7966 17.9753 12.9993 9.68219 7.38784 5.75237 4.55678 3.66375 2.98416 2.45849 2.04598 1.7181 1.45448 1.24032 1.06471 0.919489 0.798466 0.696893 0.611088 0.538169 0.475857 0.422335 0.376142 0.3361 0.301244 0.270784 0.244069 0.220557 0.199797 0.181411 0.16508 0.150535 0.137546 0.125918 0.115484 0.1061 0.0976418 0.0900019 
63.7023 39.6697 26.4489 18.5183 13.4579 10.0742 7.7265 6.04764 4.81626 3.89335 3.18852 2.64129 2.21029 1.86638 1.58876 1.36232 1.17586 1.02102 0.891419 0.782173 0.68948 0.610357 0.542441 0.483844 0.433046 0.388813 0.350136 0.316187 0.28628 0.259843 0.236398 0.215545 0.196945 0.180308 0.165389 0.151979 0.139898 0.128989 0.119119 0.11017 
64.3074 40.1579 26.8513 18.8554 13.7443 10.3207 7.94083 6.23588 4.98293 4.04195 3.32182 2.76155 2.31924 1.96548 1.67924 1.44518 1.25197 1.0911 0.956075 0.841978 0.744902 0.661806 0.590278 0.528387 0.474579 0.427587 0.386378 0.350099 0.318044 0.289624 0.264347 0.241798 0.221623 0.203526 0.18725 0.172577 0.15932 0.147314 0.136421 0.126517 
64.7115 40.4851 27.1212 19.0824 13.938 10.4882 8.08735 6.36515 5.09641 4.14498 3.4147 2.84574 2.3959 2.03559 1.74358 1.50443 1.30669 1.14176 1.00312 0.885724 0.785659 0.699845 0.625837 0.561677 0.505786 0.456879 0.413903 0.375992 0.342427 0.312606 0.286028 0.262268 0.240966 0.221816 0.204558 0.188967 0.174849 0.162039 0.150389 0.139776 
64.9975 40.7172 27.3137 19.2447 14.077 10.6087 8.19303 6.45872 5.18147 4.2201 3.48267 2.90757 2.45243 2.08747 1.79138 1.54861 1.34765 1.17983 1.03858 0.918835 0.816632 0.728869 0.653077 0.587281 0.529884 0.479586 0.435326 0.396226 0.361555 0.330707 0.303171 0.278516 0.256378 0.236447 0.218456 0.202178 0.187415 0.173997 0.161776 0.150625 
65.2102 40.8902 27.4574 19.3661 14.1812 10.6993 8.27267 6.52941 5.24473 4.27713 3.53441 2.95477 2.49568 2.12729 1.82817 1.58271 1.37934 1.20937 1.06619 0.94468 0.840878 0.751655 0.674526 0.607501 0.548971 0.497628 0.452399 0.412397 0.376889 0.34526 0.316995 0.291659 0.268883 0.248353 0.229799 0.212991 0.19773 0.183842 0.171178 0.159608 
65.3739 41.0236 27.5683 19.4601 14.262 10.7696 8.33463 6.58452 5.29416 4.32178 3.57501 2.99188 2.52977 2.15873 1.85728 1.60975 1.40454 1.23291 1.08823 0.965365 0.860328 0.769975 0.691809 0.623777 0.564377 0.512228 0.466251 0.425553 0.389395 0.35716 0.328327 0.302459 0.279183 0.258183 0.239188 0.221963 0.206309 0.19205 0.179036 0.167134 
65.5036 41.1294 27.6564 19.5348 14.3263 10.8258 8.38417 6.62865 5.3338 4.35766 3.60768 3.02179 2.55729 2.18416 1.88086 1.6317 1.42502 1.25208 1.10621 0.982268 0.876249 0.784999 0.706011 0.637274 0.577165 0.524359 0.477773 0.436509 0.399825 0.367098 0.337805 0.311506 0.287826 0.266445 0.247092 0.229529 0.213556 0.198996 0.185697 0.173524 
